CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,Schedule_desc,Instructional_Method,Start_Date,End_Date,CRN_Attributes
20367,MATH,3360,3,Fall 2021,INTRO TO RINGS AND FIELDS,"Beyerl, Jeffrey",MWF,1500,1550,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
13727,MATH,3364,3,Fall 2021,CONCEPTS OF GEOMETRY & MEASUR,"Sahin, Nesrin",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
22668,MATH,3370,3,Fall 2021,MATH IN THE SECONDARY SCHOOLS,"Fetterly, James M",MWF,900,950,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
25286,MATH,3381,3,Fall 2021,DATA CLEANING & VISUALIZATION,"Nakarmi, Janet",MWF,1300,1350,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
22241,MATH,3391,3,Fall 2021,NONPARAMETRIC STATISTICS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
22239,MATH,3392,3,Fall 2021,MULTIVARIATE ANALYSIS,"Worley, Whitney V",MWF,1100,1150,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
21052,MATH,3V25,1,Fall 2021,TOPICS: EyeTrackResearchMethod,", ",,,,,,,Special Topics,TRAD,8/19/2021,12/10/2021,CNCF
21055,MATH,3V25,3,Fall 2021,SPC TOPIC:  Text Mining,", ",,,,,,,Special Topics,TRAD,8/19/2021,12/10/2021,CNCF
12308,MATH,4301,3,Fall 2021,SECONDARY MATHEMATICS METHODS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2C01,CNCF"
12318,MATH,4310,3,Fall 2021,GEOMETRY/MEASUREMENT TOPICS,"Skultety, Lisa S",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24418,MATH,4310,3,Fall 2021,GEOMETRY/MEASUREMENT TOPICS,"Skultety, Lisa S",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
19888,MATH,4313,3,Fall 2021,FUNCTIONS and MODELING,"Fetterly, James M",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
19607,MATH,4314,3,Fall 2021,APPLICATIONS OF ML MATHEMATICS,"Sahin, Nesrin",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
20366,MATH,4315,3,Fall 2021,INTRO PARTIAL DIFF EQUATIONS,"Arrigo, Daniel J",MWF,1200,1250,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
14208,MATH,4320,3,Fall 2021,CONCEPTS OF CALCULUS,"Martin, Jason H",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23472,MATH,4330,3,Fall 2021,MATH MODELING IN BIOLOGY,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
20370,MATH,4340,3,Fall 2021,NUMERICAL METHODS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
22515,MATH,4350,3,Fall 2021,INTRO TO THE HISTORY OF MATH,"Abel, Todd A",MWF,1100,1150,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2D01,CNCF"
17963,MATH,4360,3,Fall 2021,TEACHING INTERNSHIP I,", ",,,,,,,Lecture,OTHER,8/19/2021,12/10/2021,CNCF
18596,MATH,4360,3,Fall 2021,TEACHING INTERNSHIP I,", ",,,,,,,Lecture,OTHER,8/19/2021,12/10/2021,CNCF
20442,MATH,4360,3,Fall 2021,TEACHING INTERNSHIP I,", ",,,,,,,Lecture,OTHER,8/19/2021,12/10/2021,CNCF
12357,MATH,4362,3,Fall 2021,ADVANCED CALCULUS I,"Garimella, Ramesh V",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2Z01,CNCF"
12363,MATH,4371,3,Fall 2021,INTRO TO PROBABILITY THEORY,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2R01,CNCF"
21874,MATH,4371,3,Fall 2021,INTRO TO PROBABILITY THEORY,"Kwon, Ye I",MWF,1000,1050,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2R01,CNCF"
18972,MATH,4373,3,Fall 2021,REGRESSION ANALYSIS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
25229,MATH,4373,3,Fall 2021,REGRESSION ANALYSIS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
21830,MATH,4374,3,Fall 2021,STOCHASTIC PROCESSES,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23348,MATH,4381,3,Fall 2021,SpcProblemsMath:ExpDesign,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24022,MATH,4381,3,Fall 2021,SpecProblemsInMath: Adv ODE,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24198,MATH,4381,3,Fall 2021,SPECIAL PROBLEMS IN MATH DataM,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24291,MATH,4381,3,Fall 2021,SpecialProblemsInMath-MathMode,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24388,MATH,4381,3,Fall 2021,SpcProbInMath:AdvStatProbSolvi,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24419,MATH,4391,3,Fall 2021,MACHINE LEARNING,"Worley, Whitney V",,,,,,,Lecture,OTHER,8/19/2021,12/10/2021,CNCF
23408,MATH,4395,3,Fall 2021,PRACTICUM IN DATA SCIENCE,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,CNCF
24362,MATH,4395,3,Fall 2021,PRACTICUM IN DATA SCIENCE,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,CNCF
21056,MATH,4V25,1,Fall 2021,UG Rsrch Math:,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
21057,MATH,4V25,3,Fall 2021,UG Rsrch Math:Adv Graph Theory,"Beyerl, Jeffrey",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
23037,MATH,4V25,2,Fall 2021,UG Rsrch Math: Rcmndr Sys,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
23185,MATH,4V25,3,Fall 2021,UG Rsrch Math: Ad T Num Analys,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
12375,MATH,5300,3,Fall 2021,PROF SUBJ MATTER FOR TEACHERS,"Fetterly, James M",T,1730,2030,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
15797,MATH,5315,3,Fall 2021,INTRO PARTIAL DIFF EQUATIONS,"Arrigo, Daniel J",MWF,1200,1250,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23473,MATH,5330,3,Fall 2021,MATH MODELING IN BIOLOGY,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23020,MATH,5335,3,Fall 2021,GEOMETRY/MEASUREMENT APPS,"Sahin, Nesrin",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
20371,MATH,5340,3,Fall 2021,NUMERICAL METHODS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
12316,MATH,5362,3,Fall 2021,ADVANCED CALCULUS I,"Garimella, Ramesh V",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
12320,MATH,5371,3,Fall 2021,INTRO TO PROBABILITY THEORY,"Kwon, Ye I",MWF,1000,1050,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
18973,MATH,5373,3,Fall 2021,REGRESSION ANALYSIS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
21831,MATH,5374,3,Fall 2021,STOCHASTIC PROCESSES,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
22240,MATH,6305,3,Fall 2021,MATHEMATICAL REASONING & PROOF,", ",,1730,2030,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24343,MATH,6310,3,Fall 2021,ADVANCED ALGEBRA,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23474,MATH,6315,3,Fall 2021,INTRODUCTION TO NUMBER THEORY,"Garimella, Ramesh V",TR,1600,1715,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
24305,MATH,6340,3,Fall 2021,HISTORICAL PERSPECTIVES MATH,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
17359,MATH,6342,3,Fall 2021,MATHEMATICAL MODELING,"Liu, Wei-Jiu",MWF,1000,1050,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
17968,MATH,6345,3,Fall 2021,ADV ORDINARY DIFF EQUATIONS,"Arrigo, Daniel J",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
25282,MATH,6350,3,Fall 2021,ADVANCED GEOMETRY,"Abel, Todd A",W,1700,2000,,,,Lecture,HYBR,8/19/2021,12/10/2021,CNCF
25285,MATH,6365,3,Fall 2021,FEEDBACK CONTROL/DIFF EQ,", ",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
25184,MATH,6375,3,Fall 2021,INTEGRAL CALCULUS FOR TEACHERS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
18589,MATH,6376,3,Fall 2021,DESIGN OF EXPERIMENTS,"Mahmood, Sharif",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,CNCF
23297,MATH,6V80,3,Fall 2021,MATH SEMINAR:Num Diff Eq,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24316,MATH,6V80,3,Fall 2021,MATH SEMINAR:Computation Stats,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
25005,MATH,6V80,3,Fall 2021,Math Seminar: Error Analysis,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24010,MATH,6V82,1,Fall 2021,INDEP STDY MTH: Symmetry II,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24195,MATH,6V82,3,Fall 2021,IND ST.  Multivariant Analysis,"Worley, Whitney V",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24200,MATH,6V82,3,Fall 2021,Indep Study Math:DeepLearning,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24295,MATH,6V82,3,Fall 2021,IndepStudyMath:  Error Analy,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
24297,MATH,6V82,3,Fall 2021,IndepStudyMath: Deep Learning,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
21059,MATH,6V85,1,Fall 2021,RESEARCH IN MATH ED (1 HR),", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
21060,MATH,6V85,2,Fall 2021,RESEARCH IN MATH EDUC (2HRS),", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
21061,MATH,6V85,3,Fall 2021,RESEARCH IN MATH (3 HRS),"Arrigo, Daniel J",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CNCF
21062,MATH,6V96,2,Fall 2021,THESIS (2 HR),"Skultety, Lisa S",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
21065,MATH,6V96,3,Fall 2021,THESIS (3 HRS),", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
21066,MATH,6V96,3,Fall 2021,THESIS (3HRS),", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
21067,MATH,6V96,3,Fall 2021,THESIS (3 HRS),", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
21353,MATH,6V96,3,Fall 2021,THESIS (3 hrs),", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
21354,MATH,6V96,3,Fall 2021,THESIS (3 hrs),", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
23430,MATH,6V96,3,Fall 2021,THESIS,", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
24011,MATH,6V96,3,Fall 2021,THESIS,", ",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
25131,MATH,6V96,1,Fall 2021,THESIS (1 hour),"Arrigo, Daniel J",,,,,,,Dissertation/Thesis Research,OTHER,8/19/2021,12/10/2021,CNCF
23970,MBA,5332,3,Fall 2021,INVESTMENTS,"Casey, Mike K",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
19567,MBA,5333,3,Fall 2021,INTERNATIONAL FINANCE,"He, Ling T",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,
22371,MBA,5345,3,Fall 2021,GOVERNANCE OF SUSTAINABLE ORG,"Rubach, Michael J",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
21870,MBA,5355,3,Fall 2021,PROJECT MANAGEMENT,", ",,,,,,,Lecture,HYBR,8/19/2021,12/10/2021,"5S01,CBCF"
25471,MBA,5355,3,Fall 2021,PROJECT MANAGEMENT,", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
25472,MBA,5355,3,Fall 2021,PROJECT MANAGEMENT,", ",,,,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
19225,MBA,5376,3,Fall 2021,ENTREPREN & SMALL BUSINESS FIN,"Rubach, Michael J",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,
23610,MBA,6301,3,Fall 2021,INFORMATION TECH FOR MANAGERS,"Zeltmann, Steven M",T,1800,2100,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
11745,MBA,6302,3,Fall 2021,ACCOUNTING FOR MGMT DECISIONS,"Wu, Qifeng",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
25849,MBA,6302,3,Fall 2021,ACCOUNTING FOR MGMT DECISIONS,"Wu, Qifeng",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
20365,MBA,6305,3,Fall 2021,FINANCIAL DECISION MAKING,"Gao, Xuechen",M,1800,2100,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
11753,MBA,6306,3,Fall 2021,LEGAL ENVIRONMENT OF BUSINESS,"Caststeel, Ryan J",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
11757,MBA,6308,3,Fall 2021,MARKETING STRATEGY,"Kim, David",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
23670,MBA,6320,3,Fall 2021,STRATEGIC MANAGEMENT,"Rubach, Michael J",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
18806,MBA,6325,3,Fall 2021,ORGANIZATIONAL BEHAVIOR,"Hargis, Michael B",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
13172,MBA,6330,3,Fall 2021,OPERATIONS MANAGEMENT,"McMurtrey, Mark E",R,1800,2100,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
15879,MBA,6390,3,Fall 2021,SPECIAL PROBLEMS,"McMurtrey, Mark E",,,,,,,Special Topics,DEAS,8/19/2021,12/10/2021,CBCF
23328,MBA,6390,3,Fall 2021,SPECIAL PROB: STRATEGIC MGMT,"Rubach, Michael J",,0,2359,,,,Special Topics,TRAD,8/19/2021,12/10/2021,CBCF
11773,MCOM,1300,3,Fall 2021,MEDIA & SOCIETY,"McLemore, Dylan M",TR,1215,1330,,,,Lecture,HYBR,8/19/2021,12/10/2021,1R01
11817,MCOM,3301,3,Fall 2021,MEDIA LAW & ETHICS,"Moritz, Robert A",MW,1100,1215,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2D01,2R01,CAJO"
11820,MCOM,3301,3,Fall 2021,MEDIA LAW & ETHICS,"McLemore, Dylan M",MWF,900,950,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2D01,2R01,CAJO"
21918,MCOM,3391,3,Fall 2021,TOPICS IN MASS COMMUNICATION,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CAJO
22892,MCOM,3391,3,Fall 2021,TOPICS IN MASS COMMUNICATIONS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CAJO
24674,MCOM,3391,3,Fall 2021,TOPICS IN MASS COMMUNICATION,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CAJO
23038,MCOM,3V22,3,Fall 2021,DIRECTED STUDY MCOM (3HRS),"Stephens, Donna L",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CAJO
23451,MCOM,3V22,1,Fall 2021,DIRECTED STUDY COMM (1HR),"Stephens, Donna L",,,,,,,Independent Study/Research,OTHER,10/11/2021,12/10/2021,CAJO
24389,MCOM,3V22,2,Fall 2021,DIRECTED STUDY COMM (2HRS),"Stephens, Donna L",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,CAJO
24395,MCOM,3V22,2,Fall 2021,DIRECTED STUDY COMM(2 HR),"Stephens, Donna L",,,,,,,Independent Study/Research,OTHER,10/11/2021,12/10/2021,CAJO
25470,MCOM,4391,3,Fall 2021,TOPICS IN MASS COMMUNICATION,", ",,,,,,,Lecture,HYBR,8/19/2021,12/10/2021,CAJO
10607,MD T,4108,1,Fall 2021,LAB FUNDAMENTALS,"Manees, Virginia K",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,MNRT
10609,MD T,4123,1,Fall 2021,IMMUNOHEMATOLOGY,"Manees, Virginia K",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,MNRT
25732,MD T,4410,4,Fall 2021,CLINICAL MICROBIOLOGY,"Manees, Virginia K",,,,,,,Lecture,TRAD,8/19/2021,9/24/2021,MNRT
10610,MD T,4510,5,Fall 2021,CLINICAL INTERNSHIP I,"Manees, Virginia K",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,MNRT
10611,MD T,4512,5,Fall 2021,CLINICAL INTERNSHIP II,"Manees, Virginia K",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,MNRT
25962,MD T,4611,6,Fall 2021,CLINICAL INTERNSHIP III,"Manees, Virginia K",,,,,,,Lecture,TRAD,10/11/2021,12/10/2021,MNRT
25960,MD T,4V10,5,Fall 2021,CLINICAL INTERNSHIP I,", ",,,,,,,Clinical Rotation,TRAD,10/11/2021,12/10/2021,MNRT
10645,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Carson, Marsha",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1C03,CBCF"
10656,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Carson, Marsha",MWF,900,950,,,,Lecture,HYBR,8/19/2021,12/10/2021,"1C03,CBCF"
10667,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Carson, Marsha",MWF,1000,1050,,,,Lecture,HYBR,8/19/2021,12/10/2021,"1C03,CBCF"
10710,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Carson, Marsha",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1C03,CBCF"
18063,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Carson, Marsha",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1C03,CBCF"
22427,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Pitchford, Kateryna",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1C03,CBCF"
22605,MGMT,2301,3,Fall 2021,BUSINESS COMMUNICATIONS,"Pitchford, Kateryna",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1C03,CBCF"
20674,MGMT,2341,3,Fall 2021,BASIC MANAGEMENT,"Lewis, Vance J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1I05,1S01,CBCF"
24816,MGMT,3305,3,Fall 2021,BUSINESS ETHICS,"Duggins, Ronald D",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
10770,MGMT,3310,3,Fall 2021,FUNDAMENTALS ENTREPRENEURSHIP,"Doshier, William F",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"CBCF,MGTM,MKTM"
22418,MGMT,3310,3,Fall 2021,FUNDAMENTALS ENTREPRENEURSHIP,"Doshier, William F",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
21860,MGMT,3315,3,Fall 2021,INTL BUSINESS COMMUNICATIONS,"Lewis, Vance J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"2C01,CBCF"
17052,MGMT,3340,3,Fall 2021,MANAGING PEOPLE & WORK,"Lewis, Vance J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"2D01,2R01,CBCF"
21861,MGMT,3340,3,Fall 2021,MANAGING PEOPLE & WORK,"Chen, Alexander",TR,800,915,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2D01,2R01,CBCF"
21862,MGMT,3340,3,Fall 2021,MANAGING PEOPLE & WORK,"Chen, Alexander",TR,1050,1205,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2D01,2R01,CBCF"
21865,MGMT,3340,3,Fall 2021,MANAGING PEOPLE & WORK,"Chen, Alexander",TR,1215,1330,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2D01,2R01,CBCF"
24217,MGMT,3340,3,Fall 2021,MANAGING PEOPLE & WORK,"Lewis, Vance J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"2D01,2R01,CBCF"
10874,MGMT,3342,3,Fall 2021,INTERNATIONAL BUSINESS,"McCalman, David G",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,"CBCF,MGTM,MKTM"
20593,MGMT,3344,3,Fall 2021,OSCM,"Cross, Michael R",MWF,1100,1150,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
20594,MGMT,3344,3,Fall 2021,OSCM,"Cross, Michael R",MWF,900,950,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
20597,MGMT,3344,3,Fall 2021,OSCM,"Cross, Michael R",TR,800,915,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
24253,MGMT,3344,3,Fall 2021,OSCM,"Suyat, Brian M",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
25693,MGMT,3344,3,Fall 2021,OSCM,"Cross, Michael R",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
16373,MGMT,3346,3,Fall 2021,HR,"Schlachter, Steven D",MWF,1000,1050,,,,Lecture,HYBR,8/19/2021,12/10/2021,"CBCF,PAPM"
17244,MGMT,3346,3,Fall 2021,HR,"Bakker, Elisabeth A",T,1800,2100,,,,Lecture,DESY,8/19/2021,12/10/2021,"CBCF,PAPM"
11021,MGMT,3349,3,Fall 2021,SMALL BUSINESS MANAGEMENT,"Duggins, Ronald D",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"CBCF,MGTM,MKTM"
23974,MGMT,3349,3,Fall 2021,SMALL BUSINESS MANAGEMENT,"Duggins, Ronald D",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
22796,MGMT,3350,3,Fall 2021,COMPENSATION ADMINISTRATION,"Schlachter, Steven D",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
25502,MGMT,3351,3,Fall 2021,CONTEMPORARY ISSUES IN HR MGMT,"Rubach, Michael J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
17917,MGMT,3352,3,Fall 2021,PURCHASING & MATERIALS MGMT,"Isanhart, Douglas K",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
24161,MGMT,3355,3,Fall 2021,MANAGEMENT SKILLS,"Lyons, Laci M",MW,1200,1315,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
16332,MGMT,3365,3,Fall 2021,TRANSPORTATION,"Voss, Michael D",MW,1200,1315,,,,Lecture,HYBR,8/19/2021,12/10/2021,CBCF
22416,MGMT,3375,3,Fall 2021,LOGISTICS STRATEGY,"Hurley, Eric J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
11119,MGMT,3382,3,Fall 2021,INTERNSHIP IN MANAGEMENT,"Hargis, Michael B",,0,2359,,,,Internship/Practicum,TRAD,8/19/2021,12/10/2021,CBCF
11043,MGMT,4341,3,Fall 2021,QUANTITATIVE METHODS IN MGMT,"Benya, Christopher R",TR,925,1040,,,,Lecture,HYBR,8/19/2021,12/10/2021,"BBAC,CBCF,MGTM"
21863,MGMT,4341,3,Fall 2021,QUANTITATIVE METHODS IN MGMT,"Benya, Christopher R",TR,1050,1205,,,,Lecture,HYBR,8/19/2021,12/10/2021,"BBAC,CBCF"
22475,MGMT,4345,3,Fall 2021,GOVERNANCE OF SUSTAINABLE ORG,"Rubach, Michael J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,CBCF
11065,MGMT,4347,3,Fall 2021,MANAGING POLICY & STRATEGY,"Tuggle, Chris S",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"2Z01,CBCF"
11074,MGMT,4347,3,Fall 2021,MANAGING POLICY & STRATEGY,"Tuggle, Chris S",TR,1440,1555,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2Z01,CBCF"
17056,MGMT,4347,3,Fall 2021,MANAGING POLICY & STRATEGY,"Tuggle, Chris S",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"2Z01,CBCF"
21864,MGMT,4347,3,Fall 2021,MANAGING POLICY & STRATEGY,"McCalman, David G",W,1800,2100,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2Z01,CBCF"
23345,MGMT,4347,3,Fall 2021,MANAGING POLICY & STRATEGY,"McCalman, David G",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2Z01,CBCF"
11091,MGMT,4348,3,Fall 2021,ADV ORGANIZATIONAL BEHAVIOR,"Schlachter, Steven D",MWF,1100,1150,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2C01,BBAW,CBCF,MGTM,PAPM"
17887,MGMT,4376,3,Fall 2021,NEW VENTURE CREATION,"Doshier, William F",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,2C01
20604,MGMT,4382,3,Fall 2021,INTERNSHIP IN MANAGEMENT,"Hargis, Michael B",,0,2359,,,,Internship/Practicum,TRAD,8/19/2021,12/10/2021,CBCF
25961,MGMT,4382,3,Fall 2021,INTERNSHIP IN MANAGEMENT,"Hargis, Michael B",,0,2359,,,,Internship/Practicum,TRAD,10/11/2021,12/10/2021,CBCF
22606,MGMT,4385,3,Fall 2021,SAFETY & MOTOR CARRIER POLICY,"Voss, Michael D",MW,1330,1445,,,,Lecture,HYBR,8/19/2021,12/10/2021,"2C01,CBCF"
22526,MGMT,4390,3,Fall 2021,SPECIAL PROBLEMS IN MANAGEMENT,"Chen, Alexander",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
25555,MGMT,4390,3,Fall 2021,HONORS: HR IN NONPROFITS,"Lyons, Laci M",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
